precision,f1-score,recall,kappa,last_precision,last_f1-score,last_recall,last_kappa,precision_pred_0_with_drift,precision_pred_0_without_drift,precision_pred_1_with_drift,precision_pred_1_without_drift,precision_pred_2_with_drift,precision_pred_2_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,f1-score_pred_1_with_drift,f1-score_pred_1_without_drift,f1-score_pred_2_with_drift,f1-score_pred_2_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,recall_pred_1_with_drift,recall_pred_1_without_drift,recall_pred_2_with_drift,recall_pred_2_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift,kappa_pred_1_with_drift,kappa_pred_1_without_drift,kappa_pred_2_with_drift,kappa_pred_2_without_drift
0.615,0.615,0.615,0.2358078602620086,0.77,0.77,0.77,0.4590780809031044,0.772833090972135,0.7350019914456432,0.7725910260026279,0.7401627597622359,0.7869031780585729,0.7383976400599244,0.7776995091508895,0.745683054640458,0.7701725353972283,0.7380862592844375,0.7833018918492622,0.7417023247567418,0.7731869823197646,0.7472326096711627,0.7702764481974185,0.7442680266761408,0.7847755329329539,0.7425974343676831,0.3852773964969889,0.3109065383469278,0.36586696678839475,0.3196406835343632,0.36376990756360233,0.29730551008671147
0.61,0.61,0.61,0.231678486997636,0.725,0.725,0.725,0.360018617640214,0.7701925441197087,0.7297424426487279,0.7768014018060223,0.7279167069559135,0.7835740662405687,0.7242651650929007,0.7705919024138931,0.7284773470792482,0.7735032278381417,0.7326206187021505,0.7830206120258935,0.7304689930677903,0.7697313619155748,0.7314543349401321,0.7735002927393358,0.7331055089306749,0.7798625143434398,0.731026340405731,0.372885363017016,0.30519864667821617,0.35749828146030577,0.32044160924392545,0.351835997186109,0.29811577345143975
0.595,0.595,0.595,0.2196531791907515,0.625,0.625,0.625,0.1886629164863695,0.7580661097158502,0.6943579457814508,0.7626289848250077,0.6872382020421478,0.7719202644386228,0.6931308882766803,0.7610538873127264,0.6957238568753596,0.7648198456953006,0.6985349117399571,0.7673717761542674,0.6922311872831258,0.7578183552403632,0.6871952731170122,0.7637839638971062,0.6920092373727348,0.7580419818468432,0.6973846654870889,0.36699798707051867,0.30235565295973515,0.34397956880766417,0.3168787659598468,0.3336277366616678,0.2943927687035996
0.635,0.635,0.635,0.27,0.55,0.55,0.55,0.0831295843520781,0.7570977010549264,0.7302420279889292,0.7645023621890848,0.7213517450198312,0.7675868068381608,0.7193612966474724,0.7656827390294696,0.7263068157991939,0.7682685404717315,0.7257581327895674,0.7637381498003752,0.7287025368290974,0.7628406870640853,0.7185521334621076,0.7659192353243853,0.7308148106564939,0.7594103643473858,0.728640674137348,0.3842529095478335,0.29819159448653887,0.3651661835810933,0.32282463373734477,0.3601634216068911,0.29690556306789107
0.635,0.635,0.635,0.2802208637349634,0.44,0.44,0.44,0.0222610213880402,0.7132660439576856,0.6680884860108838,0.7107083599837998,0.6710440208317671,0.712747211150914,0.67502027684079,0.7078954401829103,0.6802394873626728,0.705330183639485,0.6764613681455988,0.7096330958997191,0.6719130779831982,0.7119863514600658,0.6816094481284822,0.7070582133953168,0.6590354542953348,0.7148040092446587,0.6730219881883875,0.3440669814504174,0.4002471566402568,0.34096741291742816,0.38514185434475207,0.33851342324893036,0.39821485771025095
0.66,0.66,0.66,0.2998352553542009,0.365,0.365,0.365,0.0260736196319016,0.7150879520837264,0.683114062605448,0.7002578435582685,0.6786240540334134,0.7024058608659434,0.6866611139271787,0.7184380648780953,0.6947917167027142,0.6981855223934339,0.6839479552851223,0.7085351693237947,0.6842264648183466,0.711816210776903,0.6871726460201845,0.7030439537337778,0.6783189879006333,0.7098759739508473,0.6831927769016222,0.35557072911078247,0.3665523421526923,0.3525404631829922,0.37950376880981695,0.3609787934978575,0.38721725777217436
0.655,0.655,0.655,0.1248097412480974,0.36,0.36,0.36,0.0300090936647466,0.7168152770978222,0.6682690007234543,0.7052591362067847,0.6723258910199417,0.7215990095982562,0.6819065421004468,0.7176129167681339,0.678790704954698,0.6915874495878542,0.6769832284794556,0.7266814827068965,0.6777842875050535,0.7150850938221949,0.680553582658192,0.6981940280493676,0.6656210279686698,0.7254133288631067,0.6795022256170217,0.20626398528107176,0.25938260680012026,0.1975759530879784,0.26082467857919495,0.2041125365407398,0.25881084661922166
0.615,0.615,0.615,0.1067285382830625,0.41,0.41,0.41,0.062077736268977,0.6771515718181357,0.6576793461275059,0.6846643639664763,0.6516633268913777,0.6782163868420866,0.6499442879429026,0.6792804077145833,0.641082751971196,0.6861742925060538,0.6482472996973,0.6803796716792934,0.6480776398686537,0.6802917408345889,0.6551030697926159,0.6836903432963755,0.6526373314851791,0.6828565151108502,0.6455971268785402,0.13038500257864685,0.17795807531288443,0.13167346427530466,0.19213986093097116,0.13350516299096368,0.18687433751199664
0.6,0.6,0.6,0.0670553935860058,0.465,0.465,0.465,0.1032517599731812,0.6973201585639627,0.671119914460335,0.6998946538689536,0.6717264044204578,0.7050376360079658,0.6696384486428666,0.7039861440994998,0.6617940222357817,0.694092388301315,0.6668287592695539,0.7023972846770227,0.6695210756876074,0.7000908834575501,0.6765844379106287,0.6999645102255705,0.6724361588671824,0.6959288081471203,0.6651713920452115,0.12972129563734366,0.12514702468495884,0.13220178019945866,0.13647636932543938,0.1350796832398222,0.12388807306568961
0.49,0.49,0.49,0.0355521936459908,0.575,0.575,0.575,0.1766757070902751,0.5993983410162691,0.5974430679348961,0.602108458739174,0.6016289410605833,0.6035410734618342,0.6015366615330174,0.6035003299200221,0.5952904912815854,0.6054658038033901,0.5983876886897601,0.5969052803621986,0.5999182978551921,0.6016256813260197,0.6073355144183769,0.605978243683691,0.596970590524591,0.5952836524627666,0.598908372893663,0.07858120481927973,0.109596636455949,0.07748472147070672,0.1157159144360679,0.08464313227921637,0.09788709145493714
0.445,0.445,0.445,0.0154337413517829,0.61,0.61,0.61,0.2259601071747544,0.584571503491852,0.5880493749879849,0.5922016049806383,0.5803819715179503,0.5760998061476202,0.5682288330491332,0.5792184131589493,0.559982892477664,0.5949557699330338,0.5710557214885057,0.5735222857715451,0.5738628496755342,0.582394686938753,0.5754341213341801,0.5898220575934944,0.5759667590207878,0.5795274516217279,0.5636509213866514,0.06107921569998066,0.12372766734026071,0.06151306286371946,0.13286103422809914,0.06884227385909102,0.12623094082102496
0.53,0.53,0.53,0.0509843513377082,0.645,0.645,0.645,0.2680412371134021,0.5926212025555023,0.5911737645989098,0.6018952105669487,0.5924089368573098,0.5939809760414115,0.5879772345507865,0.6014473057310421,0.579887506871414,0.6059337624325836,0.5869439624493114,0.5883305392390713,0.5886066116043738,0.5997073226643834,0.5928415647035569,0.607863076185947,0.5884177356425222,0.5900265887397173,0.5852357575754479,0.06607827135827257,0.08938272398924636,0.07334700738964321,0.09401071734745683,0.07452724589629846,0.08919049719958896
0.475,0.475,0.475,0.0621650589496249,0.715,0.715,0.715,0.3262411347517729,0.601849060599478,0.5944289125760052,0.6091294515440429,0.591038061737011,0.6037268127075153,0.5738532839385909,0.6050463378004637,0.5748722322246468,0.6142078318913137,0.5845060442495668,0.5996428941188799,0.5858927681304648,0.6019716714887767,0.5833315317526924,0.611297423437282,0.5852659948774228,0.5928687991087571,0.5743896773126204,0.07822262712319317,0.09763509646505027,0.08930081645164518,0.0995914465610531,0.08817479292773527,0.0966166576935934
0.47,0.47,0.47,0.0673119225692917,0.715,0.715,0.715,0.301470588235294,0.6126131417104644,0.5798165462233019,0.6120984197891776,0.5808079762962158,0.6202392938579588,0.5883810355236594,0.6163362274928974,0.581155461069962,0.6117569787593797,0.576584575074855,0.6172821978066881,0.5831836041826408,0.6114943204922285,0.5891958066839509,0.61315910428377,0.5717793349744621,0.6122777639355095,0.5777029796582485,0.14378598415403335,0.07942672861579383,0.16277760360913016,0.08975773523360968,0.15718652630021182,0.09017895262222639
0.525,0.525,0.525,0.1360494725354675,0.675,0.675,0.675,0.2168674698795181,0.6139215362772596,0.5732065631439683,0.6126536047218389,0.5662852670652626,0.6250194543885421,0.5690849306859198,0.6162027574365739,0.5644319435781855,0.6109020614048579,0.5615404412517523,0.6237252060251787,0.5713526731131513,0.6175625266978796,0.5722093274113252,0.6087826094274297,0.5629651964920241,0.6084636279503686,0.5628206398056914,0.25025624834144555,0.20921844884753693,0.25480814175113026,0.21353403001032878,0.2670644887208448,0.21700022501765773
0.565,0.565,0.565,0.1579558652729383,0.585,0.585,0.585,0.0950719581334496,0.6422109366558597,0.6269938720872781,0.6375334586088814,0.6321747435152572,0.6483037383321706,0.6389436683212901,0.6454533593556396,0.6310932707101495,0.6323737670595811,0.6328917277254339,0.6456398172966265,0.6366165070784141,0.6455790633789981,0.6408111898472291,0.6371872847622869,0.6283470267200217,0.6439488335664373,0.6358476977731016,0.23293740558580717,0.2746904762926634,0.23336214075100054,0.28144421259193303,0.23949140382250883,0.2926470782810189
0.665,0.665,0.665,0.2273985239852398,0.58,0.58,0.58,0.1860465116279068,0.7098963955368541,0.6816842014354331,0.6964235892425081,0.692584900100775,0.718825246641586,0.7211480063071334,0.7122805558990917,0.6956540104293834,0.6872869753263016,0.6935246749451195,0.7162013864260626,0.6929588151476711,0.7105382653941306,0.7205781729421535,0.6993021255834275,0.6927123260639633,0.7051042505161348,0.7003770986798671,0.29629799050200073,0.3322789386709405,0.290863485378585,0.33982735390273383,0.29735870524928604,0.33590610420947353
0.615,0.615,0.615,0.1738197424892702,0.615,0.615,0.615,0.2358078602620086,0.6794913811644449,0.678170530296743,0.6812631247501126,0.6773510888043996,0.6921880552307779,0.6931093111589233,0.6815916639420889,0.6823465951493012,0.6749954608573283,0.6789390504914089,0.6891000191733981,0.6801648381608321,0.682039564169915,0.6944320263345538,0.6804032706911297,0.6732826376049384,0.686377946834845,0.6829373213203871,0.28649726334161996,0.3064013560961663,0.2873957754278866,0.3139917447848357,0.29710912020611513,0.3129525094311276
0.565,0.565,0.565,0.1142333536957849,0.61,0.61,0.61,0.231678486997636,0.6961527028889813,0.6642668348169084,0.6900015857268949,0.6647281584223557,0.704581769543903,0.6909094786833652,0.701507193780178,0.6769998700088592,0.6833998407132107,0.6707666245075737,0.6993627901804773,0.6692913952471808,0.7044845107397734,0.691757320549278,0.6901529756239566,0.6704176839845676,0.7002461049757339,0.6765109411297496,0.228241762451401,0.2360071122876386,0.22950841707788458,0.23916945994436328,0.23114104222234713,0.22969218646756803
0.535,0.535,0.535,0.0866234531526222,0.595,0.595,0.595,0.2196531791907515,0.7080633189896246,0.6662588046571286,0.7072284269122195,0.6699316578894531,0.7141465927887024,0.6832002939264099,0.7117140355769218,0.6725700480693141,0.7018580921619632,0.6698211193026072,0.7053586801305889,0.6736995078712691,0.7110161617595501,0.6891078440166019,0.7070388444075447,0.6718466133018812,0.7149747524540118,0.6738407711563802,0.14648906329458722,0.11508309809823386,0.14789598804726967,0.11909826694919118,0.155433588181207,0.12486909311894429
0.49,0.49,0.49,0.0659340659340658,0.635,0.635,0.635,0.27,0.6151978084669212,0.5959746697385144,0.6160755626169993,0.5995581892847052,0.6213063769624892,0.5936490755516675,0.627833974436655,0.5885426546017736,0.6144957215179742,0.5940631549143275,0.6170303806315407,0.5990580921361162,0.6152867679146344,0.5998235716763686,0.6177571839981085,0.5933226235956298,0.6192726527582197,0.5930096536510241,0.07604213387673006,0.10752528334145688,0.07209283583743999,0.1108108841131813,0.06953849237332536,0.10428412025547137
0.44,0.44,0.44,0.0,0.635,0.635,0.635,0.2802208637349634,0.5443376838606799,0.5847352619604472,0.5569417964999456,0.5759517181571894,0.5388523388822575,0.5568551011799707,0.5460559865029294,0.5510242586749107,0.5643106868098787,0.5617377808203319,0.5389989156829716,0.5647272139484092,0.5455416066687327,0.556436246069843,0.5564951088899881,0.5646905248145848,0.54275178894692,0.5515150970120692,0.19227870528375637,0.09232114673981298,0.19819729099102124,0.10786387531513507,0.19538090125464852,0.10123464263402508
0.325,0.325,0.325,0.0,0.66,0.66,0.66,0.2998352553542009,0.5179257480093039,0.555438359897083,0.5317331379210408,0.5486029477819273,0.5182295952186928,0.5236621756761252,0.5220690855943092,0.5332567035767499,0.540147144987575,0.5301355234418789,0.5178239074399698,0.5359667070614976,0.5214393104954309,0.5292701635117465,0.5349527394957612,0.5366957927255991,0.5105188661446679,0.5248506786464633,0.2247982229155108,0.11903858171387266,0.22499911741389816,0.12554831667549285,0.2204562184066773,0.11993173144363949
0.295,0.295,0.295,0.0,0.655,0.655,0.655,0.1248097412480974,0.5198209168484931,0.5522777546425807,0.5243415256380867,0.5376492012958284,0.5169586398117776,0.5243101053032573,0.5249455483917511,0.5220236441481833,0.5333806329245888,0.5265015278608965,0.5159509763444162,0.5325266945221054,0.5209350999390364,0.522614280698706,0.5259317842134593,0.5369350590245043,0.5101135274355176,0.5221239297653487,0.26476042198320493,0.08765979654461292,0.2655438013833859,0.09834879071010545,0.26221881247494905,0.09547497806181894
0.32,0.32,0.32,0.0,0.615,0.615,0.615,0.1067285382830625,0.5102198361548721,0.546493740461585,0.5132548008259709,0.5344038201808202,0.5134058329676701,0.5415077201783352,0.5182656153630503,0.5365636207480142,0.5260744251945746,0.529535430473867,0.5099145824679269,0.5363136708853711,0.5105844346819695,0.5336075916249797,0.516732096078507,0.5334541095544747,0.506829262780755,0.5345793771069032,0.2512743464386744,0.0659233433311235,0.23828427383832732,0.07591907999047756,0.2387176750685526,0.057579859533968436
0.39,0.39,0.39,0.0,0.6,0.6,0.6,0.0670553935860058,0.5666356994673479,0.589950002273882,0.5751069380945961,0.5856015683901338,0.5629368568534117,0.576110932708126,0.5639280327734432,0.5821680788140847,0.5832634471572604,0.5872491699723295,0.5590503398858389,0.5865455819017754,0.5619115604203792,0.5753153831886638,0.5709635110236493,0.5786515073698547,0.5669329214259644,0.5772624624993314,0.2572032663018575,0.07609095561370786,0.2571386781005289,0.09030439061465434,0.2573776705257983,0.0829853061930692
0.445,0.445,0.445,0.0,0.49,0.49,0.49,0.0355521936459908,0.5813509982387677,0.6001459830179978,0.5847451267273699,0.611882337269529,0.5846925528710379,0.6044462275779902,0.581487731745771,0.6083512302933693,0.5874800356505169,0.6169084348536504,0.579159106927354,0.6123034576875772,0.5796628060238966,0.6084017384057612,0.5831841253100667,0.6056721045626257,0.5860420512723576,0.6117499568931566,0.2563797173224666,0.11602006659755326,0.2570096478161893,0.10577401656160819,0.2625974951561458,0.09659199895212223
0.545,0.545,0.545,0.022976164913034,0.445,0.445,0.445,0.0154337413517829,0.6543579632129624,0.6826385495383083,0.6704457790440022,0.6744806997056917,0.6560200190045721,0.6505509291661389,0.6628005396168255,0.6503840303183196,0.6790250997157263,0.6662475292230916,0.6599459529407938,0.6691614106266087,0.6593611583406981,0.6553298596838214,0.6629353670836068,0.6755310040422564,0.6493999489887525,0.6585558382303163,0.16374257917620702,0.1307605198959321,0.16868788900108508,0.12380236376033885,0.16978684703905458,0.12179903317571085
0.615,0.615,0.615,0.0304709141274236,0.53,0.53,0.53,0.0509843513377082,0.6500407713583984,0.6702738688017793,0.6601780003974501,0.6683306100743649,0.6557361255870733,0.6487516689127982,0.6490668294496669,0.653535861924648,0.6644741446638168,0.6612845499697424,0.6571575975973065,0.6643697353024974,0.6482641419934442,0.6486427299784068,0.6571486544758857,0.6601636119704963,0.6517358770004639,0.6520127525608508,0.16028994486149536,0.17092330208448125,0.15311376886077024,0.173930419306635,0.15461848247602036,0.14953510585613863
0.7,0.7,0.7,0.0439770554493308,0.475,0.475,0.475,0.0621650589496249,0.6610902385122832,0.6753292515063779,0.6720840440763619,0.6754677531834293,0.6701970904195358,0.6550309107148974,0.6688572321342672,0.6659210899138276,0.6691968363190777,0.6751931831185907,0.6713733059806928,0.6726405547426814,0.6643744971833575,0.6586287645347438,0.6683220832355299,0.6732631858903093,0.6606405757950078,0.670138063989208,0.18563432349497785,0.22347513443573838,0.17285770175129142,0.21139328080265962,0.18237027126053487,0.19250554415279317
0.8,0.8,0.8,0.1053455602773427,0.47,0.47,0.47,0.0673119225692917,0.6704851864068794,0.674214752178759,0.6810767274458314,0.6724308468855945,0.6794614825311248,0.6483141670159526,0.6801031429990272,0.6622004683681889,0.6858012549138848,0.6670419744261327,0.6766962640141483,0.6674347273866145,0.6748574035978157,0.6541328209248525,0.6773559148762693,0.667173508336637,0.6793233943900093,0.6638609393042296,0.17309845239779426,0.1829273116775512,0.1621580948861446,0.18099696020822825,0.16831330239720613,0.14587249072460817
0.765,0.765,0.765,0.0873786407766989,0.525,0.525,0.525,0.1360494725354675,0.5659974954005546,0.5784018943713019,0.5705849709533862,0.572868537035448,0.5620140594682653,0.5538316148134318,0.5560048783628216,0.5590966414561771,0.5718452090749471,0.567090618009895,0.5609829166862598,0.5690063276649565,0.5640143777398233,0.5600733331098873,0.5675681331468475,0.5601180420872034,0.5650691129237623,0.5557739672515934,0.08223158477561422,0.12242917045198788,0.07589974001542736,0.10795497754918482,0.0743737500996334,0.09611804639488285
0.715,0.715,0.715,0.0686274509803922,0.565,0.565,0.565,0.1579558652729383,0.5520167469753753,0.572373642820343,0.556942868396957,0.5700828501170504,0.5461056588617474,0.549440094150101,0.5456150091010666,0.5519141861936921,0.5592172613120464,0.567745736260434,0.5499081432876461,0.5673370971162417,0.5511454350240219,0.5514133282788718,0.5529043203072131,0.5590859774759837,0.5439369180925248,0.558677609356991,0.09114134525504271,0.0978195321646008,0.07818336856143669,0.09017713981517196,0.07713302773110324,0.07216363327806018
0.6,0.6,0.6,0.0286546867411365,0.665,0.665,0.665,0.2273985239852398,0.5478912289308733,0.5710144862122181,0.5565004921291284,0.5639358944299541,0.5388479461829825,0.5348166626012029,0.5449585147388863,0.5394652294414725,0.5614431981912846,0.5582598640017121,0.5469933615022002,0.5581590767895578,0.5427683380186359,0.5412976714041344,0.5532025323817833,0.5583264306137529,0.5398314187651716,0.5399484432603803,0.096176678322262,0.10750956744926501,0.08486676776994069,0.1120257396754983,0.0901863598090117,0.09523084503392751
0.575,0.575,0.575,0.0132342697933595,0.615,0.615,0.615,0.1738197424892702,0.5104405199010537,0.5650785666436139,0.5292526013759465,0.5528318242778801,0.5074519605258048,0.5160028052583407,0.5083824462148445,0.5162225846551369,0.5403886002277022,0.5399386335595469,0.5097941936909933,0.5440398266912236,0.5102136843298981,0.5167970589056399,0.5301851121514345,0.5412457839724416,0.5059797437956509,0.5224342674346742,0.08918011176958025,0.09636820951859901,0.0836377443475771,0.09131545806847285,0.08535033582441379,0.07665835374437906
0.585,0.585,0.585,0.013783269961977,0.565,0.565,0.565,0.1142333536957849,0.583118448541525,0.5760046754456117,0.5859215630481933,0.571703598781242,0.5751668285792811,0.568107984083336,0.5833292843957621,0.5731320295804443,0.5930764653712838,0.573772435750325,0.5766180137674707,0.5776813604984983,0.5809818033873714,0.5715779261098534,0.5776926958782019,0.5753791355543466,0.5807127703824982,0.5729840634730268,0.09358503220092398,0.08824835107362154,0.08640175056038188,0.08776154243544149,0.09433562600012849,0.07075063226764293
0.52,0.52,0.52,0.0106152736267134,0.535,0.535,0.535,0.0866234531526222,0.5398916064106123,0.5722596322645593,0.5526693143714051,0.5596431388471103,0.5329616680857999,0.5300632733796136,0.5364311200210927,0.5429993020052751,0.5621735578676156,0.5523555711284521,0.5356165786414394,0.5529334625585357,0.5374918615727838,0.5319800090395705,0.5525067363699123,0.5559751761526632,0.5394619798260031,0.537579939384774,0.08992838261290023,0.07686870392981933,0.08285680195066061,0.07799532508968397,0.084927930189551,0.06686488270365266
0.475,0.475,0.475,0.0,0.49,0.49,0.49,0.0659340659340658,0.5397333145514218,0.5710600213848228,0.5545099869119084,0.568671608715234,0.5384660105918866,0.5475007702542145,0.5397061533124238,0.5587163797778445,0.5629293187820436,0.5657223463421158,0.5336651181672545,0.5647603618200732,0.5364847778208055,0.5491382723099606,0.5557165065327038,0.5647632588632782,0.5429621072935573,0.5601036498294855,0.21555642154699237,0.08568697266591867,0.21222684857411772,0.07902700777232924,0.2058147956918996,0.06883000734905435
0.525,0.525,0.525,0.0312053844584948,0.44,0.44,0.44,0.0,0.5303397179818378,0.5629476651712361,0.5438014730137537,0.5493617491491531,0.5250813510415169,0.519018791312678,0.5365383259964887,0.5278944403829041,0.557904539961885,0.5401651778298416,0.5203235689081073,0.5424727819443755,0.5356772337898715,0.5220826870961444,0.5430469324919593,0.5445590988815586,0.5255659380877497,0.5298908945229117,0.12072392677308101,0.08971717773424297,0.1158392107260894,0.09113415359851229,0.12159354696401611,0.08371100765017377
0.62,0.62,0.62,0.0455858344844907,0.325,0.325,0.325,0.0,0.521715597598869,0.54617482871486,0.53424165971087,0.534417139020436,0.5222256394806122,0.49570710286358655,0.527345962050523,0.49775141292760566,0.5507576958380769,0.5158322481504259,0.5156219565434492,0.5151474788237455,0.5190825805626762,0.4948256397859269,0.5367601895187278,0.521364554771016,0.5258412263291024,0.5114517871429101,0.13004857781780285,0.11388123070908421,0.12058653805166153,0.11948069234276038,0.12919067113113308,0.10344645685995274
0.7,0.7,0.7,0.0641085634066448,0.295,0.295,0.295,0.0,0.5608527709891772,0.558145766372111,0.5671736102105651,0.5499804463011942,0.5580804968531973,0.53630160881125,0.5588573412253671,0.5306019479320632,0.5758830221760984,0.5463846588506919,0.5553043903214282,0.5443689230595682,0.5551370224440716,0.5346730463057622,0.5655859152575115,0.5452086420254953,0.5646229547902213,0.5434028561255675,0.12685426392668825,0.10162762938529186,0.11568237536976515,0.11063289008315147,0.11735394602669522,0.09443208202025805
0.675,0.675,0.675,0.0574245939675175,0.32,0.32,0.32,0.0,0.5409868321235922,0.554455556212784,0.5418739990874676,0.5433102453790914,0.5344619757629028,0.5118409969264968,0.5375737707734561,0.5139432474121418,0.5548437004365798,0.532716872537123,0.5371477712854015,0.5280288958824705,0.5362212725543946,0.5128168396668623,0.5463907600981682,0.5286446084093317,0.5356071569962667,0.521533161039904,0.08208982507785925,0.06665272892377759,0.07560215751366572,0.082442868577999,0.070005331386578,0.08673155520895964
0.635,0.635,0.635,0.0484880083420229,0.39,0.39,0.39,0.0,0.571769121114814,0.5633172903864944,0.566339622303123,0.554837960788366,0.5659315787786344,0.5464674725183084,0.5665882120374393,0.5400530612217271,0.5740698398081316,0.5506811568544498,0.5656803805249532,0.5529033857454194,0.5656216501710222,0.5461972497256652,0.5709890018897403,0.5495290498261467,0.5685542725324763,0.5454003784935758,0.13358569395528755,0.1297527940732703,0.11956910922562461,0.10720795897207844,0.12315707402748674,0.1033468365043052
0.62,0.62,0.62,0.0455858344844907,0.445,0.445,0.445,0.0,0.5784518675371387,0.5937041008714348,0.5762980930038398,0.6035052098045677,0.5727509467769784,0.5857013771459457,0.5842268909251757,0.5951360666364731,0.5799066872586571,0.6000714926917193,0.5694906957208071,0.6020659231568217,0.5748146427919757,0.5866457606513438,0.5748078673697221,0.5962089382604937,0.5724798365384915,0.5911250505907593,0.09365505139003767,0.10629469374484356,0.08110358273668368,0.08575377333168004,0.0801348783826565,0.07930415645553081
0.625,0.625,0.625,0.06062124248497,0.545,0.545,0.545,0.022976164913034,0.576959410788321,0.5956780945258136,0.5819090085605441,0.6019581681227009,0.581512900936333,0.5840073575099624,0.5793133442138979,0.5882328790193486,0.5850159621960695,0.6003543119263394,0.5797330103667105,0.6001659489925094,0.5755972616959152,0.5878848331407588,0.5863580260035074,0.5972426215239395,0.5704600231007728,0.5851116375333488,0.15987197084536012,0.11971576097073004,0.15491342561977484,0.10718692918074871,0.1435813855471267,0.0931402236638851
0.625,0.625,0.625,0.016264428121721,0.615,0.615,0.615,0.0304709141274236,0.5784501897578024,0.5923211132463372,0.5786125622927724,0.5984096173165532,0.5779156953874982,0.5934106602974324,0.5767308840410815,0.59157571860447,0.5803221942382478,0.5963630719992148,0.5774029353283139,0.5994282115131329,0.5726061958794303,0.599048609789592,0.5805966226551397,0.5944720174709084,0.576470759472211,0.5941098710408197,0.15892669878083832,0.1444918342206683,0.15148939874581732,0.12409611297038849,0.1446917105311229,0.10620443903462218
0.58,0.58,0.58,0.0135055783910746,0.7,0.7,0.7,0.0439770554493308,0.5426405523418543,0.589178457982258,0.5466578035386349,0.5907413991055231,0.5472237840831026,0.5857374519336466,0.5466930769476305,0.5791105309530841,0.5528288143607517,0.5876333888841629,0.5468268833031528,0.5931250648069193,0.539657259701306,0.5906760597244173,0.5470386198133496,0.5890536794145674,0.5399126226060598,0.577885712863961,0.12141420190704846,0.13143701697886703,0.10915329200280696,0.1165414231138517,0.11147935504225762,0.08364915036324155
0.58,0.58,0.58,0.0135055783910746,0.8,0.8,0.8,0.1053455602773427,0.5456466069865065,0.5714295732350946,0.5442641719016117,0.5712876238093826,0.5456050944338405,0.5758188137174306,0.5422013088381752,0.5739719505992271,0.5480910605005915,0.5721075500331616,0.542631770189627,0.5792798895149112,0.5375840447772883,0.5744842722541165,0.544618139048838,0.5677840410561692,0.5419532626745547,0.5723681926323824,0.17291280411380913,0.127915630851677,0.15339065989456943,0.11662631030320421,0.1599318893571202,0.10332348126758646
0.56,0.56,0.56,0.0243902439024389,0.765,0.765,0.765,0.0873786407766989,0.5668910302609641,0.5751345898752862,0.5632623942071383,0.5816072165099045,0.5651189848980318,0.5840812122777016,0.5667626130794173,0.5858762621082314,0.5646377685052856,0.5881137108300684,0.564435616347794,0.5868671650698196,0.5600995141674311,0.589042799121609,0.5656345687634575,0.5796507998267276,0.562079054030352,0.5884219272671021,0.14237644782643558,0.13599679593448236,0.1317464989737196,0.12723633276229274,0.13352772027237425,0.11497453862671046
0.625,0.625,0.625,0.0992073024261348,0.715,0.715,0.715,0.0686274509803922,0.6452725252757682,0.6678279101317821,0.6470781862820562,0.6646199379852256,0.6362249604741466,0.6514169659883502,0.6458424572252514,0.6500568662401659,0.6557631856641059,0.6603885763243642,0.6324060797591843,0.6584497626166417,0.6453515023614265,0.6504692266901626,0.6477126533031605,0.6469608376338503,0.6362939913602003,0.6520276871673418,0.22284216107619848,0.2768960594662464,0.2210893802819836,0.2765039556472175,0.2159888000455998,0.28005129004435936
0.685,0.685,0.685,0.1407528641571194,0.6,0.6,0.6,0.0286546867411365,0.6444389781871148,0.6853526829430279,0.6556617180389964,0.683867351865967,0.6460716248526048,0.675123675691998,0.6448824003881192,0.6691223779428778,0.6606131198612987,0.6788002827516062,0.6435921383920107,0.6790199195238114,0.6407630768483507,0.668402497099735,0.6558216141649892,0.6712908658351491,0.6512912136169728,0.6785377087276316,0.22632325033468173,0.34221229301306627,0.219610837622626,0.32964974695679283,0.2126677669480442,0.30937140643822586
0.73,0.73,0.73,0.1526753491291386,0.575,0.575,0.575,0.0132342697933595,0.6652363600960425,0.7015405743281419,0.6701221699678009,0.6983126730186391,0.6658695992509183,0.6789689108394001,0.667818775630302,0.6804775762107249,0.6726842394935116,0.697304376466205,0.6708056488964134,0.6949312604980087,0.6648875972851374,0.6788882883069614,0.6697716976186929,0.6918269050824192,0.6616314989112436,0.6884817470013949,0.19383367219830197,0.30271930336450753,0.19504766423995404,0.28355282168009627,0.17487272271296972,0.2821832522350247
0.71,0.71,0.71,0.1559953434225843,0.585,0.585,0.585,0.013783269961977,0.6586662740739682,0.6995604918192242,0.6647705068799346,0.703997092963689,0.6682953073910142,0.6905524736344121,0.6559178618921984,0.6874574060103879,0.6652415106919238,0.6965612739888413,0.6628516112957633,0.6959931730991931,0.6580577545259272,0.6891474231928842,0.6691884860131216,0.6910671783686472,0.6561293346843814,0.6897267056902646,0.17934971704746375,0.3164007631535326,0.17616780892634268,0.3028864310966955,0.1618236261120993,0.2873889124807311
